,Species,Farm.Name,Lot.Number,Altitude,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Country.of.Origin
119,Arabica,el injerto s.a.,,1770,36,30 kg,2014,"May 23rd, 2015",Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,85.33,0.11,0,0,Green,1,"May 22nd, 2016",2
120,Arabica,,,1200-1600m,2,2 kg,2013,"April 10th, 2014",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,,1,"April 10th, 2015",3
121,Arabica,,3-59-1773,442,25,70 kg,2016,"February 11th, 2016",,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,Green,4,"February 10th, 2017",1
122,Arabica,,,,149,70 kg,,"March 15th, 2011",,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,0,0,,2,"March 14th, 2012",1
123,Arabica,,,,1,2 kg,2015,"November 3rd, 2015",,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0,Green,9,"November 2nd, 2016",1
124,Arabica,hamburgo 7 arroyos,,1250,50,80 kg,2012,"July 26th, 2012",Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,Green,5,"July 26th, 2013",3
125,Arabica,el morito,,4300,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,Green,1,"July 16th, 2014",2
126,Arabica,,,de 1.600 a 1.950 msnm,275,70 kg,2012,"June 13th, 2012",Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58,0.11,2,0,Green,2,"June 13th, 2013",1
127,Arabica,fiech (mixed producers),,1300 meters,275,2 kg,2015,"June 11th, 2015",Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,Bluish-Green,8,"June 10th, 2016",3
128,Arabica,finca nextlalpa,,1150,10,1 kg,2012,"July 3rd, 2012",Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,Green,0,"July 3rd, 2013",3
129,Arabica,la esperanza y anexos,11/23/0252,,80,69 kg,2016,"May 16th, 2016",Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10,10,10,8,85.92,0.1,0,1,Green,3,"May 16th, 2017",2
130,Arabica,santa maria,,1400,10,1 kg,2012,"June 6th, 2012",Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0,,1,"June 6th, 2013",3
131,Arabica,,3-37-1829,,135,70 kg,2016,"February 15th, 2017",Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,0,Green,3,"February 15th, 2018",1
132,Arabica,,,1800 m.s.n.m,250,70 kg,4T/2010,"January 17th, 2011",,,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0,,1,"January 17th, 2012",1
133,Arabica,cortapico,cosecha 2015-2016,1600,60,69 kg,2016,"April 26th, 2016",Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,Green,2,"April 26th, 2017",3
134,Arabica,conquista / morito,,,250,1 kg,2012,"January 9th, 2012",Bourbon,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,,8,"January 8th, 2013",2
135,Arabica,jamaica,,1250,40,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,Green,13,"August 30th, 2013",3
136,Arabica,various,,1300 to 1500 meters,280,2 kg,2014,"May 1st, 2014",Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,0,Green,2,"May 1st, 2015",3
137,Arabica,,,1750 msnm,250,70 kg,2012,"May 30th, 2012",Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,Green,1,"May 30th, 2013",1
138,Arabica,la ceiba,,940,15,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,Green,1,"July 11th, 2013",3
139,Arabica,,,de 1600 a 1950 msnm,200,70 kg,2014,"November 5th, 2014",Caturra,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,0,0,,2,"November 5th, 2015",1
140,Arabica,la canada,,1800 meters (5900,1,1 kg,Spring 2011 in Colombia.,"November 16th, 2011",,,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,82.67,0.11,0,0,Green,0,"November 15th, 2012",1
141,Arabica,santa rosa,,1250,1,1 kg,2012,"June 6th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,,4,"June 6th, 2013",3
142,Arabica,,,,149,70 kg,,"March 1st, 2011",,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,,2,"February 29th, 2012",1
143,Arabica,finca medina,,1500 msnm,26,69 kg,2014,"March 7th, 2014",Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0,Green,2,"March 7th, 2015",2
144,Arabica,,3-59-2318,442,600,29 kg,2016,"May 10th, 2017",Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,Green,2,"May 10th, 2018",1
145,Arabica,various,,4000 p.s.n.m.,275,69 kg,2014,"April 23rd, 2014",Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,Green,3,"April 23rd, 2015",2
146,Arabica,finca medina,,1500,275,69 kg,2012,"July 17th, 2012",Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,Green,0,"July 17th, 2013",2
147,Arabica,finca medina,,5000,250,69 kg,2012,"April 30th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,0,0,Green,0,"April 30th, 2013",2
148,Arabica,pante carajillo,,1450,10,1 kg,2012,"September 11th, 2012",Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,0,0,Green,1,"September 11th, 2013",3
149,Arabica,"cafetal el equimite, rancho agroecológico",,1300,35,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,Green,9,"September 10th, 2013",3
150,Arabica,,,1800 msnm,250,70 kg,4t/2011,"February 1st, 2011",,,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,0.06,0,0,,2,"February 1st, 2012",1
151,Arabica,finca san vicente,11/52/709,3607,275,69 kg,2015,"April 6th, 2016",Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,Green,1,"April 6th, 2017",2
152,Arabica,los pinos,,1150,20,1 kg,2012,"September 17th, 2012",Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,0,,2,"September 17th, 2013",3
153,Arabica,el papaturro,,4000 psnm,250,69 kg,2013,"August 21st, 2014",Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,Green,1,"August 21st, 2015",2
154,Arabica,,,,250,70 kg,2012,"May 22nd, 2012",Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0,,4,"May 22nd, 2013",1
155,Arabica,,,1750 msnm,250,70 kg,2012,"June 8th, 2012",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,Blue-Green,0,"June 8th, 2013",1
156,Arabica,la union monte verde,,4300,250,69 kg,2013,"May 9th, 2013",Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0,Green,4,"May 9th, 2014",2
157,Arabica,finca huehuetecpan,,1250,209,1 kg,2012,"July 11th, 2012",Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,0,0,Green,0,"July 11th, 2013",3
158,Arabica,,3-59-2888,2527,275,70 kg,2017,"June 30th, 2017",Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0,Green,6,"June 30th, 2018",1
159,Arabica,finca el morito,,4300,250,69 kg,2013,"April 26th, 2013",Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,0,0,Green,3,"April 26th, 2014",2
160,Arabica,various,,4000 p.s.n.m.,275,69 kg,2014,"April 8th, 2014",Other,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,Green,2,"April 8th, 2015",2
161,Arabica,,,1450,250,70 kg,2013,"January 22nd, 2013",Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0,Green,5,"January 22nd, 2014",1
162,Arabica,campo das flores,,1000m,50,60 kg,2012,"March 19th, 2012",Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,Green,1,"March 19th, 2013",0
163,Arabica,"san marcos barrancas ""san cristobal cuch",,1600 - 1800 m,5,1,,"May 31st, 2010",Bourbon,,8.42,8.5,8.42,8.42,8.33,8.42,10,10,10,9.25,89.75,0,0,0,,0,"May 31st, 2011",2
164,Arabica,,43102245/P4615,,300,60 kg,2016,"December 28th, 2015",,,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11,0,1,Green,0,"December 27th, 2016",0
165,Arabica,,,1600,245,1,,"July 23rd, 2010",,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,,14,"July 23rd, 2011",2
166,Arabica,,,1550,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,0,0,Green,5,"August 30th, 2013",3
167,Arabica,santa teresa,,1300,250,1 kg,2013,"March 12th, 2013",Typica,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,0,Green,8,"March 12th, 2014",3
168,Arabica,fazenda capoeirnha,020/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0,Green,0,"October 20th, 2018",0
169,Arabica,comunidad la yerbabuena,,1400,20,1 kg,2012,"April 2nd, 2012",Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,0,0,Green,2,"April 2nd, 2013",3
170,Arabica,unkown,,,1,4 lbs,2014,"August 25th, 2014",,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0,Green,3,"August 25th, 2015",1
171,Arabica,la esperanza,11/23/0146,4000,50,69 kg,2016,"March 16th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,Green,2,"March 16th, 2017",2
172,Arabica,las merceditas,11/23/0366,1700,50,69 kg,2016,"June 1st, 2017",Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,Green,0,"June 1st, 2018",2
173,Arabica,la igualdad,,4500,275,1 kg,2012,"April 27th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0,Green,2,"April 27th, 2013",2
174,Arabica,,,1200,21,1 kg,2012,"June 6th, 2012",Typica,Natural / Dry,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,82.75,0.12,1,0,,4,"June 6th, 2013",3
175,Arabica,rio verde,,1260,300,2 kg,2014/2015,"October 16th, 2014",Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,Green,2,"October 16th, 2015",0
176,Arabica,finca las cuevitas,,4451 metros,275,69 kg,2014,"February 27th, 2014",Bourbon,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,83.67,0.1,0,0,Green,0,"February 27th, 2015",2
177,Arabica,,,1750 msnm,250,70 kg,2013,"March 20th, 2013",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,Bluish-Green,1,"March 20th, 2014",1
178,Arabica,caxambu,,,84,60 kg,2012,"January 23rd, 2012",Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,Green,1,"January 22nd, 2013",0
179,Arabica,la cruz,,850,43,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,Green,7,"July 11th, 2013",3
180,Arabica,,,1880 msnm,250,70 kg,4T72010,"February 22nd, 2011",,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0,,2,"February 22nd, 2012",1
181,Arabica,vegas,,750,15,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0,Green,20,"July 26th, 2013",3
182,Arabica,santa maria temaxcalapa,,1100,30,1 kg,2012,"August 29th, 2012",Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,Green,10,"August 29th, 2013",3
183,Arabica,las merceditas,11/23/0693,1700,50,69 kg,2017,"September 19th, 2017",Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0,Green,4,"September 19th, 2018",2
184,Arabica,la esmeralda,11/23/0369,518,25,69 kg,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,Green,0,"June 1st, 2018",2
185,Arabica,fazenda recreio,,1300m,37,60 kg,2011,"December 23rd, 2011",Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,Green,2,"December 22nd, 2012",0
186,Arabica,grupo medina (pequeños productores),,1500 msnm,26,69 kg,2014,"March 7th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0,Green,0,"March 7th, 2015",2
187,Arabica,,3-37-3729,,130,70 kg,2016,"June 15th, 2016",Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,Blue-Green,0,"June 15th, 2017",1
188,Arabica,finca el limon,,4650,275,1 kg,2012,"May 24th, 2012",Catuai,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,0.1,0,0,Green,4,"May 24th, 2013",2
189,Arabica,various,,1200 meters,280,69 kg,2014,"May 8th, 2014",Typica,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1,0,,1,"May 8th, 2015",3
190,Arabica,capoeirinha,007/16E,934,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2,Green,7,"August 16th, 2017",0
191,Arabica,,3-37-1704,,275,70 kg,2016,"February 16th, 2016",,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,,4,"February 15th, 2017",1
192,Arabica,,,1800,250,1 kg,2012,"August 30th, 2012",Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0,Green,7,"August 30th, 2013",3
193,Arabica,las truchas,,1000,200,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,Green,4,"July 11th, 2013",3
194,Arabica,,,1480,250,1 kg,2014,"May 27th, 2014",,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84,0.12,0,0,Green,0,"May 27th, 2015",1
195,Arabica,sitío corrego da olaria/são caetano,,1100m,8,60 kg,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,Green,3,"February 28th, 2013",0
196,Arabica,la tejeria,,1550,10,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,0,,8,"September 13th, 2013",3
197,Arabica,los brujos,,1100,20,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,,1,"June 6th, 2013",3
198,Arabica,el vergel,,1050,250,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1,0,Green,22,"September 4th, 2013",3
199,Arabica,santo tomas pachuj,,5000,275,69 kg,2012,"April 30th, 2012",Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,Green,5,"April 30th, 2013",2
200,Arabica,finca nueva linda,,1380,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0,,2,"June 6th, 2013",3
201,Arabica,selva negra,,100,100,1 kg,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,Green,1,"July 3rd, 2013",3
202,Arabica,,,,320,5 lbs,2014,"April 2nd, 2014",,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,Green,0,"April 2nd, 2015",3
203,Arabica,conquista / morito,,,250,2 kg,2011/2012,"January 3rd, 2012",Bourbon,Washed / Wet,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,,5,"January 2nd, 2013",2
204,Arabica,,,1750 msnm,250,70 kg,2012,"November 22nd, 2012",Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,83.67,0.11,0,0,Green,1,"November 22nd, 2013",1
205,Arabica,,,1750 msnm,250,70 kg,2013,"September 3rd, 2013",Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83,0.11,0,0,Green,1,"September 3rd, 2014",1
206,Arabica,"el desmoronado, talpan de allende jalisco",,1200,20,1 kg,2014,"October 23rd, 2014",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,Green,4,"October 23rd, 2015",3
207,Arabica,consolapa,,1264,253,1 kg,2012,"June 4th, 2012",Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,0,0,,9,"June 4th, 2013",3
208,Arabica,,,442 msnm,275,70 kg,2015,"April 29th, 2015",Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,Green,0,"April 28th, 2016",1
209,Arabica,cianorte,,900-950m,58,60 kg,2011,"October 28th, 2011",Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,,2,"October 27th, 2012",0
210,Arabica,tomatlancillo,,1250,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,Green,1,"July 11th, 2013",3
211,Arabica,la orduña,,1250,20,1 kg,2012,"August 1st, 2012",Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,Green,30,"August 1st, 2013",3
212,Arabica,la marina-el orizabeño,,1200,100,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13,0,0,,27,"September 17th, 2013",3
213,Arabica,capoeirinha,008/16B,934,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,Bluish-Green,3,"August 16th, 2017",0
214,Arabica,capoeirinha,019/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,0,0,Green,4,"October 20th, 2018",0
215,Arabica,,,1750 msnm,250,70 kg,2013,"May 7th, 2013",Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,Green,1,"May 7th, 2014",1
216,Arabica,cofradia,,1300,50,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,,1,"July 2nd, 2013",3
217,Arabica,capoeirinha,008/16A,934,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,0,2,Green,3,"August 16th, 2017",0
218,Arabica,fazenda capoeirnha,020/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,83.67,0.11,0,0,Green,2,"October 20th, 2018",0
219,Arabica,la pandora,,1400,14,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,,0,"September 17th, 2013",3
220,Arabica,,,de 1.600 a 1.950 msnm,100,70 kg,2012,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75,0.11,0,0,Green,3,"March 5th, 2013",1
221,Arabica,coop. hoja blanca - fedecocagua,,1400 msm,250,1 kg,2012,"January 18th, 2012",Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,85.17,0,0,0,,7,"January 17th, 2013",2
222,Arabica,several,,1400 mts,250,1 kg,2013,"December 18th, 2014",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0,Green,0,"December 18th, 2015",2
223,Arabica,copalita,,1050,250,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,Green,4,"September 4th, 2013",3
224,Arabica,,,de 1600 a 1950 msnm,250,70 kg,2014,"November 7th, 2014",Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0,Blue-Green,2,"November 7th, 2015",1
225,Arabica,various,,4000 p.s.n.m,275,69 kg,2014,"February 27th, 2014",Other,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,Green,2,"February 27th, 2015",2
226,Arabica,finca el limon,,4650,275,1 kg,2012,"June 5th, 2012",Catuai,Washed / Wet,8,8,7.83,8.33,7.83,7.83,10,10,10,8,85.83,0.1,0,0,Bluish-Green,1,"June 5th, 2013",2
227,Arabica,providencia,11-43367-27,1100,275,69 kg,,"January 9th, 2018",Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1,Green,3,"January 9th, 2019",2
228,Arabica,la esperanza y anexos,,4300,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,Green,0,"February 26th, 2014",2
229,Arabica,kassandra,,1400 masl,1,1 kg,2010-2011,"April 6th, 2011",Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,85,0,0,0,,0,"April 5th, 2012",3
230,Arabica,exportadora café california,,1200,275,1 kg,2015,"June 25th, 2015",Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,Green,10,"June 24th, 2016",3
231,Arabica,,,de 1600 a 1950 msnm,180,70 kg,2015,"November 19th, 2015",Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,Green,4,"November 18th, 2016",1
232,Arabica,,3-37-1724,1500,250,70 kg,2016,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,Blue-Green,4,"January 10th, 2018",1
233,Arabica,conquista / morito,,4600 ft.,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,Green,10,"January 31st, 2013",2
234,Arabica,capoeirinha,261/15,905,320,60 kg,2015,"April 25th, 2016",Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,Bluish-Green,2,"April 25th, 2017",0
235,Arabica,finca medina,,1500 msnm,250,69 kg,2014,"March 24th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0,Green,4,"March 24th, 2015",2
236,Arabica,,,1550,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,Green,14,"August 30th, 2013",3
237,Arabica,various,,1500-1750 msnm,250,70 kg,2012,"May 11th, 2012",Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0,Green,4,"May 11th, 2013",1
238,Arabica,,3-37-4378,1600,43,70 kg,2016,"July 22nd, 2016",Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,Green,4,"July 22nd, 2017",1
239,Arabica,fazenda capoeirnha,020/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,0,0,Green,5,"October 20th, 2018",0
240,Arabica,predio cañada del encino,,1218,20,1 kg,2012,"July 26th, 2012",Bourbon,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,0,0,Green,2,"July 26th, 2013",3
